FileName	Channel	Chem	Dose	Cond	Treatm	Name	Group
Cy3_Fluc_Low_Cy5_Acro_Low_253100010007_2_2.txt	Cy3	Fluc	Low	Fluc_chem	chem	Fluc_Low_na_Cy3_rep1	FlucLowchem
Cy3_Fluc_Low_Cy5_DCP_Fluc_SC_253100010034_2_2.txt	Cy3	Fluc	Low	Fluc_chem	chem	Fluc_Low_na_Cy3_rep2	FlucLowchem
Cy3_Fluc_Low_Cy5_DCP_Low_253100010032_1_4.txt	Cy3	Fluc	Low	Fluc_chem	chem	Fluc_Low_na_Cy3_rep3	FlucLowchem
Cy3_Fluc_High_Cy5_Fluc_Low_253100010007_1_2.txt	Cy5	Fluc	Low	Fluc_chem	chem	Fluc_Low_na_Cy5_rep1	FlucLowchem
Cy3_DCP_Fluc_Ctrl_Cy5_Fluc_Low_253100010023_2_4.txt	Cy5	Fluc	Low	Fluc_chem	chem	Fluc_Low_na_Cy5_rep2	FlucLowchem
Cy3_DMP_Low_Cy5_Fluc_Low_253100010036_2_2.txt	Cy5	Fluc	Low	Fluc_chem	chem	Fluc_Low_na_Cy5_rep3	FlucLowchem
Cy3_Lind_High_Cy5_AA_High_253100010014_2_2.txt	Cy3	Lind	High	Lind_chem	chem	Lind_High_na_Cy3_rep1	LindHighchem
Cy3_Lind_High_Cy5_AA_Lind_Ctrl_253100010035_1_3.txt	Cy3	Lind	High	Lind_chem	chem	Lind_High_na_Cy3_rep2	LindHighchem
Cy3_Lind_High_Cy5_Perm_High_253100010008_2_3.txt	Cy3	Lind	High	Lind_chem	chem	Lind_High_na_Cy3_rep3	LindHighchem
Cy3_Lind_Low_Cy5_Lind_High_253100010005_2_3.txt	Cy5	Lind	High	Lind_chem	chem	Lind_High_na_Cy5_rep1	LindHighchem
Cy3_AA_Lind_SC_Cy5_Lind_High_253100010016_2_3.txt	Cy5	Lind	High	Lind_chem	chem	Lind_High_na_Cy5_rep2	LindHighchem
Cy3_Esfen_High_Cy5_Lind_High_253100010032_2_4.txt	Cy5	Lind	High	Lind_chem	chem	Lind_High_na_Cy5_rep3	LindHighchem
Cy3_Lind_Low_Cy5_AA_Lind_SC_253100010014_2_1.txt	Cy3	Lind	Low	Lind_chem	chem	Lind_Low_na_Cy3_rep1	LindLowchem
Cy3_Lind_Low_Cy5_Lind_High_253100010005_2_3.txt	Cy3	Lind	Low	Lind_chem	chem	Lind_Low_na_Cy3_rep2	LindLowchem
Cy3_Lind_Low_Cy5_Perm_Low_253100010008_2_2.txt	Cy3	Lind	Low	Lind_chem	chem	Lind_Low_na_Cy3_rep3	LindLowchem
Cy3_AA_Low_Cy5_Lind_Low_253100010016_2_4.txt	Cy5	Lind	Low	Lind_chem	chem	Lind_Low_na_Cy5_rep1	LindLowchem
Cy3_AA_Lind_Ctrl_Cy5_Lind_Low_253100010033_1_1.txt	Cy5	Lind	Low	Lind_chem	chem	Lind_Low_na_Cy5_rep2	LindLowchem
Cy3_Esfen_Low_Cy5_Lind_Low_253100010035_1_2.txt	Cy5	Lind	Low	Lind_chem	chem	Lind_Low_na_Cy5_rep3	LindLowchem
Cy3_PCP_High_Cy5_Dino_High_253100010009_2_1.txt	Cy3	PCP	High	PCP_chem	chem	PCP_High_na_Cy3_rep1	PCPHighchem
Cy3_PCP_High_Cy5_SDS_High_253100010023_1_3.txt	Cy3	PCP	High	PCP_chem	chem	PCP_High_na_Cy3_rep2	PCPHighchem
Cy3_PCP_High_Cy5_SDS_PCP_Ctrl_253100010036_1_2.txt	Cy3	PCP	High	PCP_chem	chem	PCP_High_na_Cy3_rep3	PCPHighchem
Cy3_PCP_Low_Cy5_PCP_High_253100010006_2_1.txt	Cy5	PCP	High	PCP_chem	chem	PCP_High_na_Cy5_rep1	PCPHighchem
Cy3_SDS_PCP_SC_Cy5_PCP_High_253100010017_2_1.txt	Cy5	PCP	High	PCP_chem	chem	PCP_High_na_Cy5_rep2	PCPHighchem
Cy3_Perm_High_Cy5_PCP_High_253100010033_2_2.txt	Cy5	PCP	High	PCP_chem	chem	PCP_High_na_Cy5_rep3	PCPHighchem
Cy3_PCP_Low_Cy5_Dino_Low_253100010009_1_4.txt	Cy3	PCP	Low	PCP_chem	chem	PCP_Low_na_Cy3_rep1	PCPLowchem
Cy3_PCP_Low_Cy5_PCP_High_253100010006_2_1.txt	Cy3	PCP	Low	PCP_chem	chem	PCP_Low_na_Cy3_rep2	PCPLowchem
Cy3_PCP_Low_Cy5_SDS_PCP_SC_253100010023_1_2.txt	Cy3	PCP	Low	PCP_chem	chem	PCP_Low_na_Cy3_rep3	PCPLowchem
Cy3_SDS_Low_Cy5_PCP_Low_253100010017_2_3.txt	Cy5	PCP	Low	PCP_chem	chem	PCP_Low_na_Cy5_rep1	PCPLowchem
Cy3_Perm_Low_Cy5_PCP_Low_253100010018_2_3.txt	Cy5	PCP	Low	PCP_chem	chem	PCP_Low_na_Cy5_rep2	PCPLowchem
Cy3_SDS_PCP_Ctrl_Cy5_PCP_Low_253100010033_2_3.txt	Cy5	PCP	Low	PCP_chem	chem	PCP_Low_na_Cy5_rep3	PCPLowchem
Cy3_Perm_High_Cy5_DEP_High_253100010009_2_2.txt	Cy3	Perm	High	Perm_chem	chem	Perm_High_na_Cy3_rep1	PermHighchem
Cy3_Perm_High_Cy5_DEP_Perm_Ctrl_253100010035_2_1.txt	Cy3	Perm	High	Perm_chem	chem	Perm_High_na_Cy3_rep2	PermHighchem
Cy3_Perm_High_Cy5_PCP_High_253100010033_2_2.txt	Cy3	Perm	High	Perm_chem	chem	Perm_High_na_Cy3_rep3	PermHighchem
Cy3_Perm_Low_Cy5_Perm_High_253100010006_1_3.txt	Cy5	Perm	High	Perm_chem	chem	Perm_High_na_Cy5_rep1	PermHighchem
Cy3_Lind_High_Cy5_Perm_High_253100010008_2_3.txt	Cy5	Perm	High	Perm_chem	chem	Perm_High_na_Cy5_rep2	PermHighchem
Cy3_DEP_Perm_SC_Cy5_Perm_High_253100010017_1_2.txt	Cy5	Perm	High	Perm_chem	chem	Perm_High_na_Cy5_rep3	PermHighchem
Cy3_Perm_Low_Cy5_DEP_Perm_SC_253100010014_2_4.txt	Cy3	Perm	Low	Perm_chem	chem	Perm_Low_na_Cy3_rep1	PermLowchem
Cy3_Perm_Low_Cy5_PCP_Low_253100010018_2_3.txt	Cy3	Perm	Low	Perm_chem	chem	Perm_Low_na_Cy3_rep2	PermLowchem
Cy3_Perm_Low_Cy5_Perm_High_253100010006_1_3.txt	Cy3	Perm	Low	Perm_chem	chem	Perm_Low_na_Cy3_rep3	PermLowchem
Cy3_Lind_Low_Cy5_Perm_Low_253100010008_2_2.txt	Cy5	Perm	Low	Perm_chem	chem	Perm_Low_na_Cy5_rep1	PermLowchem
Cy3_DEP_Low_Cy5_Perm_Low_253100010017_1_3.txt	Cy5	Perm	Low	Perm_chem	chem	Perm_Low_na_Cy5_rep2	PermLowchem
Cy3_DEP_Perm_Ctrl_Cy5_Perm_Low_253100010033_1_3.txt	Cy5	Perm	Low	Perm_chem	chem	Perm_Low_na_Cy5_rep3	PermLowchem
Cy3_SDS_High_Cy5_DMP_High_253100010009_1_3.txt	Cy3	SDS	High	SDS_chem	chem	SDS_High_na_Cy3_rep1	SDSHighchem
Cy3_SDS_High_Cy5_SDS_Low_253100010006_1_4.txt	Cy3	SDS	High	SDS_chem	chem	SDS_High_na_Cy3_rep2	SDSHighchem
Cy3_SDS_High_Cy5_SDS_PCP_Ctrl_253100010017_1_4.txt	Cy3	SDS	High	SDS_chem	chem	SDS_High_na_Cy3_rep3	SDSHighchem
Cy3_PCP_High_Cy5_SDS_High_253100010023_1_3.txt	Cy5	SDS	High	SDS_chem	chem	SDS_High_na_Cy5_rep1	SDSHighchem
Cy3_DEP_High_Cy5_SDS_High_253100010033_2_1.txt	Cy5	SDS	High	SDS_chem	chem	SDS_High_na_Cy5_rep2	SDSHighchem
Cy3_SDS_PCP_SC_Cy5_SDS_High_253100010036_1_3.txt	Cy5	SDS	High	SDS_chem	chem	SDS_High_na_Cy5_rep3	SDSHighchem
Cy3_SDS_Low_Cy5_DMP_Low_253100010009_1_2.txt	Cy3	SDS	Low	SDS_chem	chem	SDS_Low_na_Cy3_rep1	SDSLowchem
Cy3_SDS_Low_Cy5_PCP_Low_253100010017_2_3.txt	Cy3	SDS	Low	SDS_chem	chem	SDS_Low_na_Cy3_rep2	SDSLowchem
Cy3_SDS_Low_Cy5_SDS_PCP_SC_253100010036_1_1.txt	Cy3	SDS	Low	SDS_chem	chem	SDS_Low_na_Cy3_rep3	SDSLowchem
Cy3_SDS_High_Cy5_SDS_Low_253100010006_1_4.txt	Cy5	SDS	Low	SDS_chem	chem	SDS_Low_na_Cy5_rep1	SDSLowchem
Cy3_SDS_PCP_Ctrl_Cy5_SDS_Low_253100010018_1_4.txt	Cy5	SDS	Low	SDS_chem	chem	SDS_Low_na_Cy5_rep2	SDSLowchem
Cy3_DEP_Low_Cy5_SDS_Low_253100010035_2_3.txt	Cy5	SDS	Low	SDS_chem	chem	SDS_Low_na_Cy5_rep3	SDSLowchem
Cy3_SDS_PCP_Ctrl_Cy5_DMP_Dino_Ctrl_253100010023_1_4.txt	Cy3	SDS	PCP	SDS_Ctrl	Ctrl	SDS_PCP_Ctrl_Cy3_rep1	SDSPCPCtrl
Cy3_SDS_PCP_Ctrl_Cy5_PCP_Low_253100010033_2_3.txt	Cy3	SDS	PCP	SDS_Ctrl	Ctrl	SDS_PCP_Ctrl_Cy3_rep2	SDSPCPCtrl
Cy3_SDS_PCP_Ctrl_Cy5_SDS_Low_253100010018_1_4.txt	Cy3	SDS	PCP	SDS_Ctrl	Ctrl	SDS_PCP_Ctrl_Cy3_rep3	SDSPCPCtrl
Cy3_DEP_Perm_Ctrl_Cy5_SDS_PCP_Ctrl_253100010005_2_4.txt	Cy5	SDS	PCP	SDS_Ctrl	Ctrl	SDS_PCP_Ctrl_Cy5_rep1	SDSPCPCtrl
Cy3_PCP_High_Cy5_SDS_PCP_Ctrl_253100010036_1_2.txt	Cy5	SDS	PCP	SDS_Ctrl	Ctrl	SDS_PCP_Ctrl_Cy5_rep2	SDSPCPCtrl
Cy3_SDS_High_Cy5_SDS_PCP_Ctrl_253100010017_1_4.txt	Cy5	SDS	PCP	SDS_Ctrl	Ctrl	SDS_PCP_Ctrl_Cy5_rep3	SDSPCPCtrl
Cy3_SDS_PCP_SC_Cy5_DMP_Dino_SC_253100010009_1_1.txt	Cy3	SDS	PCP	SDS_SC	SolvC	SDS_PCP_SC_Cy3_rep1	SDSPCPSolvC
Cy3_SDS_PCP_SC_Cy5_PCP_High_253100010017_2_1.txt	Cy3	SDS	PCP	SDS_SC	SolvC	SDS_PCP_SC_Cy3_rep2	SDSPCPSolvC
Cy3_SDS_PCP_SC_Cy5_SDS_High_253100010036_1_3.txt	Cy3	SDS	PCP	SDS_SC	SolvC	SDS_PCP_SC_Cy3_rep3	SDSPCPSolvC
Cy3_DEP_Perm_SC_Cy5_SDS_PCP_SC_253100010006_1_1.txt	Cy5	SDS	PCP	SDS_SC	SolvC	SDS_PCP_SC_Cy5_rep1	SDSPCPSolvC
Cy3_PCP_Low_Cy5_SDS_PCP_SC_253100010023_1_2.txt	Cy5	SDS	PCP	SDS_SC	SolvC	SDS_PCP_SC_Cy5_rep2	SDSPCPSolvC
Cy3_SDS_Low_Cy5_SDS_PCP_SC_253100010036_1_1.txt	Cy5	SDS	PCP	SDS_SC	SolvC	SDS_PCP_SC_Cy5_rep3	SDSPCPSolvC
