File	Channel	Chem	Dose	Treatm	Name
Cy3_DEP_Low_Cy5_Perm_Low_253100010017_1_3.txt	Cy5	Perm	Low	na	Perm_Low_na_Cy5_rep2
Cy3_DEP_Perm_Ctrl_Cy5_Perm_Low_253100010033_1_3.txt	Cy5	Perm	Low	na	Perm_Low_na_Cy5_rep3
Cy3_SDS_High_Cy5_DMP_High_253100010009_1_3.txt	Cy3	SDS	High	na	SDS_High_na_Cy3_rep1
Cy3_SDS_High_Cy5_SDS_Low_253100010006_1_4.txt	Cy3	SDS	High	na	SDS_High_na_Cy3_rep2
Cy3_SDS_High_Cy5_SDS_PCP_Ctrl_253100010017_1_4.txt	Cy3	SDS	High	na	SDS_High_na_Cy3_rep3
Cy3_PCP_High_Cy5_SDS_High_253100010023_1_3.txt	Cy5	SDS	High	na	SDS_High_na_Cy5_rep1
Cy3_DEP_High_Cy5_SDS_High_253100010033_2_1.txt	Cy5	SDS	High	na	SDS_High_na_Cy5_rep2
Cy3_SDS_PCP_SC_Cy5_SDS_High_253100010036_1_3.txt	Cy5	SDS	High	na	SDS_High_na_Cy5_rep3
Cy3_SDS_Low_Cy5_DMP_Low_253100010009_1_2.txt	Cy3	SDS	Low	na	SDS_Low_na_Cy3_rep1
Cy3_SDS_Low_Cy5_PCP_Low_253100010017_2_3.txt	Cy3	SDS	Low	na	SDS_Low_na_Cy3_rep2
Cy3_SDS_Low_Cy5_SDS_PCP_SC_253100010036_1_1.txt	Cy3	SDS	Low	na	SDS_Low_na_Cy3_rep3
Cy3_SDS_High_Cy5_SDS_Low_253100010006_1_4.txt	Cy5	SDS	Low	na	SDS_Low_na_Cy5_rep1
Cy3_SDS_PCP_Ctrl_Cy5_SDS_Low_253100010018_1_4.txt	Cy5	SDS	Low	na	SDS_Low_na_Cy5_rep2
Cy3_DEP_Low_Cy5_SDS_Low_253100010035_2_3.txt	Cy5	SDS	Low	na	SDS_Low_na_Cy5_rep3
Cy3_SDS_PCP_Ctrl_Cy5_DMP_Dino_Ctrl_253100010023_1_4.txt	Cy3	SDS	PCP	Ctrl	SDS_PCP_Ctrl_Cy3_rep1
Cy3_SDS_PCP_Ctrl_Cy5_PCP_Low_253100010033_2_3.txt	Cy3	SDS	PCP	Ctrl	SDS_PCP_Ctrl_Cy3_rep2
Cy3_SDS_PCP_Ctrl_Cy5_SDS_Low_253100010018_1_4.txt	Cy3	SDS	PCP	Ctrl	SDS_PCP_Ctrl_Cy3_rep3
Cy3_DEP_Perm_Ctrl_Cy5_SDS_PCP_Ctrl_253100010005_2_4.txt	Cy5	SDS	PCP	Ctrl	SDS_PCP_Ctrl_Cy5_rep1
Cy3_PCP_High_Cy5_SDS_PCP_Ctrl_253100010036_1_2.txt	Cy5	SDS	PCP	Ctrl	SDS_PCP_Ctrl_Cy5_rep2
Cy3_SDS_High_Cy5_SDS_PCP_Ctrl_253100010017_1_4.txt	Cy5	SDS	PCP	Ctrl	SDS_PCP_Ctrl_Cy5_rep3
Cy3_SDS_PCP_SC_Cy5_DMP_Dino_SC_253100010009_1_1.txt	Cy3	SDS	PCP	SC	SDS_PCP_SC_Cy3_rep1
Cy3_SDS_PCP_SC_Cy5_PCP_High_253100010017_2_1.txt	Cy3	SDS	PCP	SC	SDS_PCP_SC_Cy3_rep2
Cy3_SDS_PCP_SC_Cy5_SDS_High_253100010036_1_3.txt	Cy3	SDS	PCP	SC	SDS_PCP_SC_Cy3_rep3
Cy3_DEP_Perm_SC_Cy5_SDS_PCP_SC_253100010006_1_1.txt	Cy5	SDS	PCP	SC	SDS_PCP_SC_Cy5_rep1
Cy3_PCP_Low_Cy5_SDS_PCP_SC_253100010023_1_2.txt	Cy5	SDS	PCP	SC	SDS_PCP_SC_Cy5_rep2
Cy3_SDS_Low_Cy5_SDS_PCP_SC_253100010036_1_1.txt	Cy5	SDS	PCP	SC	SDS_PCP_SC_Cy5_rep3
